category,cooking_method,cuisine,image,ingredients,prep_time,recipe_name,serves,tags
,"['Boil potatoes until just cooked, cube them.', 'Dry roast sesame seeds until golden, grind coarsely.', 'Heat mustard oil, add mustard seeds and red chilies.', 'When seeds splutter, add turmeric and turn off heat.', 'Add this tempering to potatoes.', 'Add ground sesame seeds and lemon juice.', 'Mix gently, adjust seasoning.', 'Garnish with coriander, serve at room temperature.']",['Nepali'],https://www.storyofakitchen.com/vegetable-recipes/aloo-ko-achar-nepali-pickled-potatoes-recipe/,"['6 potatoes, boiled and cubed', '2 tablespoons sesame seeds', '1 tablespoon mustard seeds', '2 dried red chilies', '1 teaspoon turmeric', '2 tablespoons mustard oil', '1 tablespoon lemon juice', 'Fresh coriander for garnish']",25 minutes,Aloo Achar,6 servings,"Vegetarian, Side Dish, Pickle, Traditional"
,"['Roast tomatoes directly over flame until charred.', 'Alternatively, roast in oven at high heat.', 'Let tomatoes cool, then peel off skin.', 'Mash tomatoes roughly with fork.', 'Add chopped onions, green chilies, and coriander.', 'Add timur powder and salt.', 'Add mustard oil, mix well.', 'Let it sit for 15 minutes before serving.']",['Nepali'],https://www.thegundruk.com/golbheda-ko-achaar-tomato-chutney/,"['4 tomatoes', '2 onions, finely chopped', '2 green chilies, chopped', '1/4 cup fresh coriander, chopped', '1 tablespoon mustard oil', '1 teaspoon timur (Sichuan pepper)', 'Salt to taste']",20 minutes,Golbheda Ko Achar,4 servings,"Vegetarian, Side Dish, Spicy, Traditional"
,"['Soak lentils and rice separately overnight.', 'Drain and grind to make thick batter.', 'Add spices and salt to batter, let ferment for 6 hours.', 'Spread batter thinly on oiled plate.', 'Sprinkle minced meat on top.', 'Steam for 15-20 minutes until set.', 'Cut into pieces, brush with egg and mustard oil.', 'Pan fry until crispy on both sides.']","['Nepali', 'Newari']",https://example.com/wo.jpg,"['2 cups black lentils', '1/2 cup rice', '1/2 cup minced meat (buffalo)', '1 egg', '2 tablespoons mustard oil', 'Spices (cumin, turmeric, chili powder)', 'Oil for frying']",Overnight,Wo,8 servings,"Non-Vegetarian, Traditional, Newari, Snack"
,"['Separate onion slices into rings.', 'Mix besan, rice flour, and spices.', 'Add water to make thick batter.', 'Add onion rings to batter, coat well.', 'Heat oil in deep pan.', 'Drop coated onion rings into hot oil.', 'Fry until golden brown and crispy.', 'Drain on paper towels, serve hot.']",['Nepali'],https://www.thespiceodyssey.com/food/piyaju,"['4 large onions, thinly sliced', '1 cup besan (gram flour)', '1/2 cup rice flour', '1 teaspoon ajwain (carom seeds)', '1 teaspoon chili powder', 'Water as needed', 'Oil for deep frying']",30 minutes,Piazu,4 servings,"Vegetarian, Snack, Onion Fritters, Street Food"
,"['Make dough with flour and water, rest for 30 minutes.', 'Roll dough thin, cut into strips, then tear into pieces.', 'Sauté garlic, add meat/vegetables and cook.', 'Add vegetables and stir-fry for 3 minutes.', 'Add broth and bring to boil.', 'Add dough pieces, cook until they float.', 'Add soy sauce and seasoning.', 'Garnish with spring onions, serve hot.']","['Nepali', 'Tibetan']",https://www.thegundruk.com/thenthuk-typical-himalayan-tibetan-noodle-soup/,"['2 cups all-purpose flour', '200g beef or vegetables', '2 carrots, sliced', '1 daikon radish, sliced', '2 cloves garlic, minced', '1 tablespoon soy sauce', '6 cups broth', 'Spring onions for garnish']",50 minutes,Thenthuk,4 servings,"Non-Vegetarian, Soup, Hand-pulled Noodles, Winter"
,"['Mix flour, yogurt, and baking soda to make thick batter.', 'Let batter rest for 30 minutes.', 'Make sugar syrup with water and sugar, add cardamom.', 'Heat oil in deep pan.', 'Fill piping bag with batter.', 'Pipe spiral shapes directly into hot oil.', 'Fry until golden brown and crispy.', 'Dip in warm syrup for few seconds, drain excess.']",['Nepali'],https://www.kasthamandapbhandar.com/products/jeri,"['2 cups all-purpose flour', '1 cup yogurt', '1/2 teaspoon baking soda', '2 cups sugar', '1 cup water', 'Oil for deep frying', 'Cardamom powder for syrup']",40 minutes,Jeri,8 servings,"Vegetarian, Dessert, Sweet, Festive"
,"['Hang yogurt in muslin cloth for 2 hours to drain water.', 'Beat thickened yogurt until smooth.', 'Add sugar and cardamom powder, mix well.', 'Add chopped nuts and raisins.', 'Add saffron milk for color and flavor.', 'Chill for at least 2 hours.', 'Garnish with more nuts and dried fruits.', 'Serve chilled as dessert.']",['Nepali'],https://www.foodpleasureandhealth.com/sikarni-nepali-style-whipped-yogurt-with-cardamom/,"['4 cups thick yogurt', '1/2 cup sugar', '1/4 cup chopped nuts (almonds, pistachios)', '1/4 cup raisins', '1 teaspoon cardamom powder', 'Saffron strands soaked in milk', 'Dried fruits for garnish']",20 minutes + chilling,Sikarni,6 servings,"Vegetarian, Dessert, Yogurt Based, Summer"
,"['Marinate pork with all ingredients overnight.', 'Soak bamboo skewers in water for 30 minutes.', 'Thread marinated pork onto skewers.', 'Grill over charcoal until cooked and charred.', 'Brush with mustard oil while grilling.', 'Alternatively, bake in oven at 200°C for 20-25 mins.', 'Serve hot with onion rings and lemon wedges.']",['Nepali'],https://cookpad.com/eng/recipes/1819327,"['500g pork, cut into cubes', '2 tablespoons mustard oil', '1 tablespoon ginger-garlic paste', '1 tablespoon soy sauce', '1 teaspoon timur (Sichuan pepper)', '1 teaspoon chili powder', '1 tablespoon vinegar', 'Bamboo skewers']",Overnight,Pork Sekuwa,4 servings,"Non-Vegetarian, BBQ, Appetizer, Spicy"
,"['Clean and wash meat thoroughly.', 'Heat mustard oil and ghee together.', 'Add whole spices, sauté until fragrant.', 'Add onion paste, cook until dark brown.', 'Add ginger-garlic paste, cook for 3 minutes.', 'Add meat, brown on all sides.', 'Add water, cover and simmer for 1 hour.', 'Cook until meat is tender and gravy thick.', 'Garnish with fresh coriander.']",['Nepali'],https://www.thegundruk.com/mutton-curry-khasi-ko-masu/,"['1 kg goat meat with bones', '3 onions, ground to paste', '2 tablespoons mustard oil', '2 tablespoons ghee', '2 tablespoons ginger-garlic paste', 'Whole spices (cinnamon, cardamom, cloves)', 'Fresh coriander for garnish']",90 minutes,Khasi Ko Masu,6 servings,"Non-Vegetarian, Main Course, Traditional, Festive"
,"['Soak gundruk in water for 10 minutes, then drain.', 'Heat oil, add cumin seeds until they splutter.', 'Add potatoes, sauté for 3-4 minutes.', 'Add tomatoes and green chilies, cook until soft.', 'Add turmeric and drained gundruk.', 'Add water, bring to boil.', 'Simmer for 15 minutes until potatoes are cooked.', 'Adjust seasoning, serve hot with rice.']",['Nepali'],https://saagukhaja.blogspot.com/2018/05/gundruk-ko-jhol.html,"['1 cup dried gundruk', '2 potatoes, diced', '1 tomato, chopped', '2 green chilies', '1 teaspoon turmeric', '1 teaspoon cumin seeds', '2 tablespoons oil', '4 cups water']",25 minutes,Gundruk Ko Jhol,4 servings,"Vegetarian, Soup, Traditional, Fermented"
,"['Heat mustard oil until smoking, then cool slightly.', 'Add panch phoron, let seeds splutter.', 'Add potatoes and carrots, sauté for 5 minutes.', 'Add cauliflower, cook for another 3 minutes.', 'Add tomatoes and turmeric, cook until soft.', 'Add water, cover and simmer until vegetables are cooked.', 'Adjust seasoning to taste.', 'Garnish with fresh coriander, serve hot.']",['Nepali'],https://example.com/bhatti-ko-tarkari.jpg,"['4 potatoes, cubed', '1 cauliflower, cut into florets', '2 carrots, sliced', '2 tomatoes, chopped', '1 tablespoon mustard oil', '1 teaspoon panch phoron (five spice mix)', '1 teaspoon turmeric', 'Fresh coriander for garnish']",40 minutes,Bhatti Ko Tarkari,4 servings,"Vegetarian, Main Course, Traditional, Comfort Food"
,"['Rinse chiura briefly in water and drain immediately.', 'In a bowl, mix yogurt with sugar and cardamom.', 'Add chiura to yogurt mixture, mix gently.', 'Add sliced banana and chopped nuts.', 'Mix everything together carefully.', 'Chill for 30 minutes before serving.', 'Garnish with pomegranate seeds and more nuts.', 'Serve as breakfast or light snack.']",['Nepali'],https://blog.milkmantra.com/healthy-alternatives-for-your-junk-food-cravings/,"['2 cups chiura (beaten rice)', '1 cup thick yogurt', '1 banana, sliced', '1 tablespoon sugar or honey', '1/4 cup chopped nuts', '1/4 teaspoon cardamom powder', 'Pomegranate seeds for garnish']",15 minutes,Dahi Chiura,2 servings,"Vegetarian, Breakfast, Light, Summer"
,"['Cut fish into 1-inch cubes.', 'Marinate fish with all ingredients for 30 minutes.', 'Soak bamboo skewers in water for 30 minutes.', 'Thread fish pieces onto skewers.', 'Grill over medium heat for 8-10 minutes.', 'Turn occasionally, brush with oil.', 'Cook until fish flakes easily.', 'Serve hot with mint chutney.']",['Nepali'],https://www.gumbo.kitchen/recipes/fish-sekuwa-with-gurkha-chutney,"['500g firm fish fillets (rohu or salmon)', '2 tablespoons mustard oil', '1 tablespoon ginger-garlic paste', '1 teaspoon turmeric', '1 teaspoon chili powder', '1 tablespoon lemon juice', 'Bamboo skewers', 'Salt to taste']",40 minutes,Fish Sekuwa,4 servings,"Non-Vegetarian, BBQ, Appetizer, Healthy"
,"['Make dough with flour and water, rest for 30 minutes.', 'Squeeze water from cabbage.', 'Mix paneer, cabbage, carrot, and spices.', 'Add oil, mix filling thoroughly.', 'Roll dough into thin circles.', 'Place filling in center, pleat and seal edges.', 'Steam for 15-20 minutes until shiny.', 'Serve hot with tomato chutney.']","['Nepali', 'Tibetan']",https://recipes.timesofindia.com/recipes/steamed-vegetable-and-paneer-momos/rs53238170.cms,"['300g paneer, crumbled', '1 cup cabbage, finely chopped', '1 carrot, grated', '2 cups all-purpose flour', '2 tablespoons oil', '1 teaspoon cumin powder', '1 teaspoon garam masala', 'Water for dough']",60 minutes,Paneer Momo,6 servings,"Vegetarian, Dumplings, Street Food, Popular"
,"['Make dough with flour and water, rest for 30 minutes.', 'Mix mashed potatoes with spices and vegetables.', 'Divide dough and filling into equal portions.', 'Roll dough ball, place filling, seal and roll again.', 'Heat tawa, cook paratha with ghee on both sides.', 'Press edges while cooking.', 'Cook until golden brown spots appear.', 'Serve hot with yogurt or pickle.']",['Nepali'],https://recipes.timesofindia.com/recipes/aloo-paratha/rs53109843.cms,"['3 cups whole wheat flour', '4 potatoes, boiled and mashed', '1 onion, finely chopped', '2 green chilies, chopped', '1 teaspoon cumin seeds', '1 teaspoon amchur powder', 'Ghee for cooking', 'Salt to taste']",45 minutes,Aloo Paratha,4 servings,"Vegetarian, Breakfast, Bread, Comfort Food"
,"['Boil noodles according to package, drain and set aside.', 'Heat oil, stir-fry chicken until cooked, remove.', 'In same wok, stir-fry vegetables until crisp-tender.', 'Add sauces and vinegar, mix well.', 'Add cooked chicken and noodles.', 'Toss everything together on high heat.', 'Adjust seasoning to taste.', 'Garnish with spring onions, serve hot.']","['Nepali', 'Chinese']",https://hintofhelen.com/actifry-chicken-chow-mein/,"['400g noodles', '300g chicken, thinly sliced', '2 cups mixed vegetables', '2 tablespoons soy sauce', '1 tablespoon chili sauce', '1 tablespoon vinegar', '2 tablespoons oil', 'Spring onions for garnish']",35 minutes,Chicken Chowmein,4 servings,"Non-Vegetarian, Noodles, Street Food, Quick"
,"['Make dough with flour and water, rest for 30 minutes.', 'Mix ground meat with onions and spices.', 'Add oil and mix filling thoroughly.', 'Roll dough into thin circles.', 'Place filling in center, pleat and seal edges.', 'Steam for 15-20 minutes until cooked.', 'Prepare spicy tomato chutney.', 'Serve hot momos with chutney.']","['Nepali', 'Tibetan']",https://jslight.com.np/product/buff-momo-steam/,"['500g ground buffalo meat', '2 cups all-purpose flour', '1 onion, finely chopped', '2 tablespoons ginger-garlic paste', '2 tablespoons oil', '1 teaspoon cumin powder', '1 teaspoon timur powder', 'Water for dough']",60 minutes,Buff Momo,6 servings,"Non-Vegetarian, Dumplings, Street Food, Popular"
,"['Soak bamboo skewers in water for 30 minutes.', 'Marinate vegetables and paneer with spices and oil.', 'Thread vegetables and paneer alternately on skewers.', 'Grill over medium heat for 10-12 minutes.', 'Turn occasionally, brush with oil.', 'Cook until vegetables are tender with grill marks.', 'Sprinkle chaat masala before serving.', 'Serve hot with mint yogurt dip.']",['Nepali'],http://www.premsekuwa.com/view-all?type=topitems,"['2 bell peppers, cubed', '2 onions, cubed', '200g paneer, cubed', '200g mushrooms', '2 tablespoons mustard oil', '1 tablespoon ginger-garlic paste', '1 teaspoon chaat masala', 'Bamboo skewers']",40 minutes,Vegetable Sekuwa,4 servings,"Vegetarian, BBQ, Appetizer, Healthy"
,"['Rinse chiura briefly, drain and fluff with fingers.', 'Heat oil, add cumin seeds until they splutter.', 'Add peanuts, roast until golden.', 'Add onions and green chilies, sauté until translucent.', 'Add turmeric and salt.', 'Add chiura, mix gently on low heat.', 'Cook for 3-4 minutes until heated through.', 'Garnish with coriander, serve hot or at room temp.']",['Nepali'],https://example.com/masala-chiura.jpg,"['3 cups chiura (beaten rice)', '1 onion, finely chopped', '2 green chilies, chopped', '1/4 cup peanuts', '1 teaspoon turmeric', '1 teaspoon cumin seeds', '2 tablespoons oil', 'Fresh coriander for garnish']",20 minutes,Masala Chiura,4 servings,"Vegetarian, Snack, Quick, Traditional"
,"['Pressure cook chickpeas until tender.', 'Heat oil, sauté onions until golden brown.', 'Add ginger-garlic paste, cook for 2 minutes.', 'Add tomato puree and spices, cook until oil separates.', 'Add cooked chickpeas with some cooking water.', 'Simmer for 10-15 minutes until gravy thickens.', 'Add garam masala, mix well.', 'Garnish with coriander, serve hot with puri or rice.']",['Nepali'],https://www.indianveggiedelight.com/kala-chana-curry/,"['2 cups chickpeas (soaked overnight)', '2 onions, finely chopped', '2 tomatoes, pureed', '1 tablespoon ginger-garlic paste', '1 teaspoon turmeric', '1 teaspoon garam masala', '2 tablespoons oil', 'Fresh coriander for garnish']",40 minutes,Chana Tarkari,4 servings,"Vegetarian, Main Course, Protein Rich, Traditional"
,"['Boil noodles according to package, drain and set aside.', 'Heat oil in wok on high heat.', 'Add mushrooms, stir-fry until browned.', 'Add vegetables, stir-fry until crisp-tender.', 'Add all sauces, mix well.', 'Add cooked noodles, toss everything together.', 'Cook for 2-3 minutes on high heat.', 'Garnish with spring onions, serve hot.']","['Nepali', 'Chinese']",https://www.ohmyveg.co.uk/mushroom-chow-mein/,"['400g noodles', '300g mushrooms, sliced', '2 cups mixed vegetables', '2 tablespoons soy sauce', '1 tablespoon oyster sauce (optional)', '1 tablespoon chili garlic sauce', '2 tablespoons oil', 'Spring onions for garnish']",30 minutes,Mushroom Chowmein,4 servings,"Vegetarian, Noodles, Quick, Healthy"
,"['Wash and dry mangoes thoroughly, cut into cubes.', 'Sun dry mango pieces for 2-3 hours.', 'Mix all dry spices together.', 'Heat mustard oil until smoking, then cool completely.', 'Mix mango pieces with spice mixture.', 'Add cooled mustard oil, mix thoroughly.', 'Store in sterilized glass jars.', 'Keep in sunlight for 7 days before using.']",['Nepali'],https://cinnamonsnail.com/avakaya-pachadi-mango-pickle/,"['10 raw mangoes, cubed', '1 cup mustard oil', '1/2 cup mustard seeds, ground', '1/4 cup fenugreek seeds, ground', '1/4 cup chili powder', '1/4 cup salt', '2 tablespoons turmeric', 'Glass jars for storage']",Overnight,Mango Pickle,10 servings,"Vegetarian, Pickle, Preserved, Traditional"
,"['Peel hard-boiled eggs, make shallow slits on surface.', 'Heat oil, sauté onion paste until golden.', 'Add ginger-garlic paste, cook for 2 minutes.', 'Add tomato puree and spices, cook until oil separates.', 'Add water to make gravy, bring to simmer.', 'Add eggs, cook for 5-7 minutes.', 'Gently turn eggs to coat with gravy.', 'Serve hot with rice or roti.']",['Nepali'],https://www.spicebangla.com/egg-masala-curry/,"['6 hard-boiled eggs', '2 onions, ground to paste', '2 tomatoes, pureed', '1 tablespoon ginger-garlic paste', '1 teaspoon turmeric', '1 teaspoon cumin powder', '1 teaspoon coriander powder', '2 tablespoons oil']",30 minutes,Egg Curry,4 servings,"Vegetarian, Main Course, Protein Rich, Quick"
,"['Bring water to boil with spices.', 'Add tea leaves, boil for 2-3 minutes.', 'Add milk and bring to boil.', 'Reduce heat and simmer for 3-4 minutes.', 'Add sugar, stir until dissolved.', 'Strain into cups.', 'Can be served with biscuits or snacks.', 'Best served hot.']",['Nepali'],https://shopsugandh.com/products/sugandh-masala-tea-500g-best-masala-chai,"['4 cups water', '4 teaspoons black tea leaves', '2 cups milk', '4 teaspoons sugar', '4 cardamom pods, crushed', '1 inch ginger, grated', '4 cloves', '1 cinnamon stick']",15 minutes,Masala Tea,4 servings,"Vegetarian, Beverage, Tea, Comfort Drink"
,"['Steam momos as usual, let them cool slightly.', 'Cut each momo into halves or quarters.', 'In a bowl, mix onions, tomatoes, and green chilies.', 'Add mustard oil, timur powder, and soy sauce.', 'Add chopped momos to the mixture.', 'Toss everything together gently.', 'Let it sit for 10 minutes for flavors to meld.', 'Garnish with coriander, serve as snack.']",['Nepali'],https://spoonbun.com/sadeko-momo-recipe/,"['20 steamed momos', '1 onion, thinly sliced', '2 tomatoes, chopped', '2 green chilies, chopped', '1 tablespoon mustard oil', '1 teaspoon timur powder', '1 tablespoon soy sauce', 'Fresh coriander for garnish']",25 minutes,Sadeko Momo,4 servings,"Non-Vegetarian, Snack, Spicy, Street Food"
,"['Marinate prawns with turmeric and salt for 15 minutes.', 'Heat mustard oil until smoking, then cool slightly.', 'Sauté onion paste until golden brown.', 'Add ginger-garlic paste, cook for 2 minutes.', 'Add tomato puree and spices, cook until oil separates.', 'Add prawns, cook for 3-4 minutes on each side.', 'Add water for gravy, simmer for 5 minutes.', 'Garnish with coriander, serve hot with rice.']",['Nepali'],https://www.theloveofspice.com/mangalorean-shrimp-curry-prawns-masala-sungata-phanna-upkari/,"['500g prawns, cleaned and deveined', '2 onions, ground to paste', '2 tomatoes, pureed', '1 tablespoon ginger-garlic paste', '1 teaspoon turmeric', '1 teaspoon chili powder', '1 teaspoon cumin powder', '2 tablespoons mustard oil']",35 minutes,Prawn Curry,4 servings,"Non-Vegetarian, Main Course, Seafood, Spicy"
,"['Heat oil, add cumin seeds until they splutter.', 'Add onions, sauté until translucent.', 'Add tomatoes and green chilies, cook until soft.', 'Add turmeric and salt.', 'Add pumpkin cubes, mix well.', 'Add water, cover and simmer until pumpkin is tender.', 'Mash some pumpkin pieces to thicken gravy.', 'Garnish with coriander, serve hot with rice.']",['Nepali'],https://www.indianhealthyrecipes.com/pumpkin-curry-recipe/,"['500g pumpkin, cubed', '1 onion, chopped', '2 tomatoes, chopped', '2 green chilies, slit', '1 teaspoon turmeric', '1 teaspoon cumin seeds', '2 tablespoons oil', 'Fresh coriander for garnish']",35 minutes,Pumpkin Curry,4 servings,"Vegetarian, Main Course, Seasonal, Comfort Food"
,"['Heat oil, scramble eggs, remove and set aside.', 'Stir-fry chicken/vegetables until cooked.', 'Add vegetables, stir-fry for 2-3 minutes.', 'Add cooked rice, break up any clumps.', 'Add soy sauce and vinegar, mix well.', 'Add scrambled eggs back to rice.', 'Toss everything together on high heat.', 'Garnish with spring onions, serve hot.']","['Nepali', 'Chinese']",https://curatedkitchenware.com/blogs/soupeduprecipes/vegetable-fried-rice?srsltid=AfmBOoon2liuvyPQoM1KQmQ8DrQJtxwm8z72euo5dtv6_VpgcP8MKrg2,"['3 cups cooked rice (preferably day old)', '200g chicken or vegetables', '2 eggs, beaten', '1 cup mixed vegetables', '2 tablespoons soy sauce', '1 tablespoon vinegar', '2 tablespoons oil', 'Spring onions for garnish']",30 minutes,Fried Rice,4 servings,"Non-Vegetarian, Main Course, Quick, Chinese Fusion"
,"['Make dough with flour and water, rest for 30 minutes.', 'Wash dough in water until starch separates.', 'Let starch water settle overnight.', 'Pour off clear water, use starch to make sheets.', 'Steam starch sheets until translucent.', 'Cut into strips or roll with filling.', 'Make sauce with soy sauce, vinegar, and chili oil.', 'Serve cold with sauce and garnishes.']","['Nepali', 'Tibetan']",https://www.swiggy.com/city/delhi/mr-laphing-chander-nagar-laxmi-nagar-rest860504,"['2 cups all-purpose flour', 'Water for dough', '2 tablespoons soy sauce', '1 tablespoon vinegar', '1 tablespoon chili oil', '1 teaspoon Sichuan pepper', 'Garlic chutney', 'Spring onions for garnish']",Overnight,Laphing,6 servings,"Vegetarian, Street Food, Cold Noodles, Spicy"
,"['Marinate meat with yogurt and half spices for 2 hours.', 'Heat mustard oil until smoking, then cool slightly.', 'Add whole spices, sauté until fragrant.', 'Add sliced onions, fry until dark brown and crispy.', 'Add ginger-garlic paste, cook for 2 minutes.', 'Add marinated meat, cook on high heat for 5 minutes.', 'Add water, cover and simmer until meat is tender.', 'Garnish with fried onions and coriander.']",['Nepali'],https://www.tasteatlas.com/bhutuwa,"['500g meat (goat or buffalo)', '3 onions, thinly sliced', '2 tablespoons mustard oil', '1 tablespoon ginger-garlic paste', '2 tablespoons yogurt', 'Whole spices (cardamom, cinnamon, cloves)', 'Fresh coriander for garnish']",60 minutes,Masu Bhuteko,4 servings,"Non-Vegetarian, Main Course, Spicy, Traditional"
Dessert,"['Wash, peel, and grate carrots', 'Heat ghee in a pan and sauté grated carrots', 'Add milk and cook until milk reduces', 'Add sugar and stir continuously', 'Mix in cardamom powder and chopped nuts', 'Cook until thick and aromatic']","['Indian', 'Nepali']",https://upload.wikimedia.org/wikipedia/commons/8/8d/Gajar_ka_halwa.jpg,"['500g carrots', '1 liter milk', '4 tablespoons ghee', '1/2 cup sugar', '1 teaspoon cardamom powder', 'Cashews and almonds']",60 minutes,Gajar Ka Halwa,6 servings,"Sweet, Dessert, Festive, Vegetarian"
Dessert,"['Boil milk until slightly thick', 'Add soaked rice and cook slowly', 'Stir continuously to avoid sticking', 'Add sugar and cardamom powder', 'Garnish with raisins and nuts']","['Nepali', 'Indian']",https://upload.wikimedia.org/wikipedia/commons/5/52/Kheer.JPG,"['1 liter milk', '1/2 cup rice', '1/2 cup sugar', 'Cardamom powder', 'Raisins', 'Cashews']",45 minutes,Kheer,5 servings,"Sweet, Dessert, Traditional, Vegetarian"
Dessert,"['Mix flour, yogurt, and water into batter', 'Ferment batter for several hours', 'Pipe spirals into hot oil and fry until crisp', 'Dip fried jalebi in sugar syrup']","['Indian', 'Nepali']",https://upload.wikimedia.org/wikipedia/commons/4/4e/Jalebi.jpg,"['2 cups flour', '1 cup yogurt', 'Sugar syrup', 'Oil for frying', 'Saffron']",90 minutes,Jalebi,8 servings,"Sweet, Street Food, Dessert, Crispy"
Dessert,"['Mix milk powder, flour, and baking soda', 'Prepare soft dough with milk', 'Shape into small balls', 'Deep fry until golden brown', 'Soak in warm sugar syrup']","['Indian', 'Nepali']",https://upload.wikimedia.org/wikipedia/commons/8/87/Gulab_jamun.jpg,"['Milk powder', 'Flour', 'Milk', 'Sugar syrup', 'Cardamom']",50 minutes,Gulab Jamun,6 servings,"Sweet, Dessert, Festive, Soft"
